OrderID,CustomerID,Gender,Age,State,CustomerType,OrderDate,PickupDate,DeliveryDate,ServiceName,QuantityOfClothes,WeightKg,LoadType,DeliveryType,Revenue,PaymentDate,PaymentAmount,PaymentMethod,LabourCost,ElectricityCost,WaterCost,DetergentCost,ChemicalCost,PackagingCost,FuelCost,MaintenanceCost,DiscountGiven,Tax,OtherCost,TotalExpense,NetProfit,PaymentStatus
240,5,Male,29,Texas,Student,7/9/2025,7/10/2025,7/14/2025,Laundry,29,10.1,Light,Home Delivery,1633.57,7/14/2025,1633.57,Cash,294.04,98.01,65.34,81.68,0,50,65.34,49.01,0,122.52,32.67,858.61,774.96,Paid
241,71,Male,39,Iowa,Regular,3/9/2021,3/10/2021,3/14/2021,Stain Removal,3,2.8,Heavy,Home Delivery,6037.31,3/14/2021,6037.31,Online Payment,1569.7,241.49,181.12,120.75,241.49,20,241.49,181.12,0,452.8,120.75,3370.71,2666.6,Paid
242,39,Female,64,Kentucky,Regular,4/7/2023,4/8/2023,4/12/2023,Stain Removal,17,9.26,Mixed,Customer Pickup,4187.45,4/12/2023,4187.45,Online Payment,921.24,209.37,125.62,83.75,167.5,35,0,125.62,0,314.06,83.75,2065.91,2121.54,Paid
243,83,Female,50,Alabama,Regular,1/1/2021,1/2/2021,1/6/2021,Ironing,18,9.38,Mixed,Customer Pickup,10990.33,1/6/2021,10990.33,Cash,2417.87,549.52,0,0,0,35,0,329.71,0,824.27,219.81,4376.18,6614.15,Paid
244,96,Male,27,Florida,Corporate,6/1/2025,6/2/2025,6/6/2025,Laundry,3,1.86,Mixed,Customer Pickup,4517.23,6/6/2025,4517.23,Cash,993.79,180.69,180.69,225.86,0,20,0,135.52,0,338.79,90.34,2165.68,2351.55,Paid
245,32,Female,36,New Mexico,Student,4/2/2021,4/3/2021,4/7/2021,Laundry,20,19.6,Heavy,Home Delivery,2349.22,4/3/2021,2349.22,Cash,610.8,140.95,93.97,117.46,0,35,93.97,70.48,0,176.19,46.98,1385.8,963.42,Paid
246,70,Female,42,Georgia,Corporate,2/21/2023,2/22/2023,2/26/2023,Laundry,17,5.25,Light,Home Delivery,6975.02,2/21/2023,6975.02,Online Payment,1255.5,348.75,279,348.75,0,35,279,209.25,0,523.13,139.5,3417.88,3557.14,Paid
247,56,Female,57,Georgia,Regular,2/27/2025,2/28/2025,3/4/2025,Dry Cleaning,30,7.89,Light,Home Delivery,3033.85,2/27/2025,3033.85,Credit Card,546.09,151.69,0,0,182.03,50,121.35,91.02,0,227.54,60.68,1430.4,1603.45,Paid
248,67,Male,39,Illinois,Corporate,2/20/2025,2/21/2025,2/25/2025,Ironing,13,8.25,Mixed,Customer Pickup,11872.56,2/21/2025,11872.56,Online Payment,2611.96,593.63,0,0,0,35,0,356.18,0,890.44,237.45,4724.66,7147.9,Paid
249,69,Male,44,Illinois,Student,1/4/2025,1/5/2025,1/9/2025,Laundry,23,5.98,Light,Customer Pickup,6312.82,1/4/2025,6312.82,Online Payment,1136.31,315.64,252.51,315.64,0,50,0,189.38,0,473.46,126.26,2859.2,3453.62,Paid
250,40,Male,37,Minnesota,Regular,6/25/2025,6/26/2025,6/30/2025,Laundry,18,5.95,Light,Customer Pickup,2576.62,6/30/2025,2576.62,Cash,463.79,128.83,103.06,128.83,0,35,0,77.3,0,193.25,51.53,1181.59,1395.03,Paid
251,96,Male,27,Florida,Corporate,12/9/2025,12/10/2025,12/14/2025,Laundry,26,15.86,Mixed,Customer Pickup,5728.22,12/9/2025,5728.22,Online Payment,1260.21,343.69,229.13,286.41,0,50,0,171.85,0,429.62,114.56,2885.47,2842.75,Paid
252,57,Female,45,California,Regular,5/15/2025,5/16/2025,5/20/2025,Dry Cleaning,13,3.57,Light,Home Delivery,5048.18,5/20/2025,5048.18,Online Payment,908.67,201.93,0,0,302.89,35,201.93,151.45,0,378.61,100.96,2281.44,2766.74,Paid
253,96,Male,27,Florida,Corporate,11/15/2021,11/16/2021,11/20/2021,Laundry,25,6.32,Light,Home Delivery,5373.7,11/20/2021,5373.7,Cash,967.27,268.69,214.95,268.69,0,50,214.95,161.21,0,403.03,107.47,2656.26,2717.44,Paid
254,8,Male,26,South Carolina,Corporate,8/26/2022,8/27/2022,8/31/2022,Ironing,10,5.6,Mixed,Home Delivery,4911.36,8/31/2022,4911.36,Cash,1080.5,245.57,0,0,0,20,196.45,147.34,0,368.35,98.23,2156.44,2754.92,Paid
255,53,Female,44,Virginia,Student,5/15/2021,5/16/2021,5/20/2021,Laundry,27,9.22,Light,Customer Pickup,5429.54,5/15/2021,5429.54,Online Payment,977.32,271.48,217.18,271.48,0,50,0,162.89,0,407.22,108.59,2466.16,2963.38,Paid
256,40,Male,37,Minnesota,Regular,5/30/2023,5/31/2023,6/4/2023,Laundry,21,11.66,Mixed,Customer Pickup,4124,5/30/2023,4124,Credit Card,907.28,247.44,164.96,206.2,0,50,0,123.72,0,309.3,82.48,2091.38,2032.62,Paid
257,40,Male,37,Minnesota,Regular,7/27/2022,7/28/2022,8/1/2022,Laundry,20,10.32,Mixed,Home Delivery,11368.13,7/28/2022,11368.13,Cash,2500.99,682.09,454.73,568.41,0,35,454.73,341.04,0,852.61,227.36,6116.96,5251.17,Paid
258,79,Female,50,Vermont,Regular,6/19/2023,6/20/2023,6/24/2023,Laundry,10,5.64,Mixed,Customer Pickup,12514.16,6/24/2023,12514.16,Cash,2753.12,625.71,500.57,625.71,0,20,0,375.42,0,938.56,250.28,6089.37,6424.79,Paid
259,74,Male,22,Georgia,Regular,3/7/2025,3/8/2025,3/12/2025,Laundry,15,4.98,Light,Home Delivery,13834.26,3/12/2025,13834.26,Online Payment,2490.17,553.37,553.37,691.71,0,35,553.37,415.03,0,1037.57,276.69,6606.28,7227.98,Paid
260,33,Female,44,Virginia,Regular,2/13/2025,2/14/2025,2/18/2025,Ironing,14,4.66,Light,Customer Pickup,3860.28,2/14/2025,3860.28,Cash,694.85,154.41,0,0,0,35,0,115.81,0,289.52,77.21,1366.8,2493.48,Paid
261,41,Female,54,California,Corporate,8/25/2021,8/26/2021,8/30/2021,Laundry,16,9.59,Mixed,Customer Pickup,9363.29,8/26/2021,9363.29,Cash,2059.92,468.16,374.53,468.16,0,35,0,280.9,0,702.25,187.27,4576.19,4787.1,Paid
262,8,Male,26,South Carolina,Corporate,10/18/2024,10/19/2024,10/23/2024,Dry Cleaning,6,3.75,Mixed,Customer Pickup,10324.5,10/23/2024,10324.5,Online Payment,2271.39,412.98,0,0,619.47,20,0,309.74,0,774.34,206.49,4614.41,5710.09,Paid
263,15,Male,20,Colorado,Student,8/14/2022,8/15/2022,8/19/2022,Laundry,9,2.41,Light,Customer Pickup,4629.75,8/19/2022,4629.75,Online Payment,833.36,185.19,185.19,231.49,0,20,0,138.89,0,347.23,92.6,2033.95,2595.8,Paid
264,51,Female,39,California,Corporate,5/15/2022,5/16/2022,5/20/2022,Laundry,4,2.23,Mixed,Home Delivery,10935.59,5/20/2022,10935.59,Cash,2405.83,437.42,437.42,546.78,0,20,437.42,328.07,0,820.17,218.71,5651.82,5283.77,Paid
265,10,Male,22,New Jersey,Regular,9/13/2024,9/14/2024,9/18/2024,Mending,14,4.04,Light,Customer Pickup,1001.09,9/18/2024,1001.09,Credit Card,180.2,40.04,0,0,0,35,0,30.03,0,75.08,20.02,380.37,620.72,Paid
266,96,Male,27,Florida,Corporate,10/15/2024,10/16/2024,10/20/2024,Laundry,25,8.21,Light,Home Delivery,4205.2,10/16/2024,4205.2,Cash,756.94,210.26,168.21,210.26,0,50,168.21,126.16,0,315.39,84.1,2089.53,2115.67,Paid
267,48,Female,47,Florida,Student,10/8/2025,10/9/2025,10/13/2025,Dry Cleaning,4,2.46,Mixed,Home Delivery,3518.08,10/9/2025,3518.08,Cash,773.98,140.72,0,0,211.08,20,140.72,105.54,0,263.86,70.36,1726.26,1791.82,Paid
268,53,Female,44,Virginia,Student,6/30/2024,7/1/2024,7/5/2024,Laundry,13,7.39,Mixed,Customer Pickup,14082.23,7/5/2024,14082.23,Cash,3098.09,704.11,563.29,704.11,0,35,0,422.47,0,1056.17,281.64,6864.88,7217.35,Paid
269,21,Male,29,New York,Regular,12/18/2024,12/19/2024,12/23/2024,Dry Cleaning,24,15.56,Mixed,Customer Pickup,7680.22,12/19/2024,7680.22,Cash,1689.65,460.81,0,0,460.81,50,0,230.41,0,576.02,153.6,3621.3,4058.92,Paid
270,45,Male,29,Georgia,Regular,9/18/2022,9/19/2022,9/23/2022,Laundry,10,5.88,Mixed,Customer Pickup,10663.38,9/18/2022,10663.38,Online Payment,2345.94,533.17,426.54,533.17,0,20,0,319.9,0,799.75,213.27,5191.74,5471.64,Paid
271,60,Male,19,Georgia,Corporate,7/7/2025,7/8/2025,7/12/2025,Dry Cleaning,21,7.26,Light,Customer Pickup,2189.06,7/7/2025,2189.06,Credit Card,394.03,109.45,0,0,131.34,50,0,65.67,0,164.18,43.78,958.45,1230.61,Paid
272,67,Male,39,Illinois,Corporate,7/3/2023,7/4/2023,7/8/2023,Ironing,13,3.29,Light,Home Delivery,11764.3,7/8/2023,11764.3,Cash,2117.57,470.57,0,0,0,35,470.57,352.93,0,882.32,235.29,4564.25,7200.05,Paid
273,52,Female,47,Indiana,Regular,8/11/2022,8/12/2022,8/16/2022,Ironing,14,7.57,Mixed,Customer Pickup,6928.79,8/11/2022,6928.79,Online Payment,1524.33,346.44,0,0,0,35,0,207.86,0,519.66,138.58,2771.87,4156.92,Paid
274,61,Female,44,Florida,Corporate,9/4/2024,9/5/2024,9/9/2024,Laundry,28,15.16,Mixed,Customer Pickup,2021.99,9/9/2024,2021.99,Credit Card,444.84,121.32,80.88,101.1,0,50,0,60.66,0,151.65,40.44,1050.89,971.1,Paid
275,46,Male,31,Texas,Regular,4/27/2021,4/28/2021,5/2/2021,Laundry,4,1.23,Light,Home Delivery,8835.21,5/2/2021,8835.21,Cash,1590.34,353.41,353.41,441.76,0,20,353.41,265.06,0,662.64,176.7,4216.73,4618.48,Paid
276,49,Male,29,Alabama,Regular,3/20/2024,3/21/2024,3/25/2024,Laundry,16,10.37,Mixed,Home Delivery,1303,3/21/2024,1303,Cash,286.66,78.18,52.12,65.15,0,35,52.12,39.09,0,97.73,26.06,732.11,570.89,Paid
277,4,Male,26,Washington,Regular,4/17/2025,4/18/2025,4/22/2025,Laundry,3,1.61,Mixed,Customer Pickup,1516.76,4/22/2025,1516.76,Online Payment,333.69,60.67,60.67,75.84,0,20,0,45.5,0,113.76,30.34,740.47,776.29,Paid
278,74,Male,22,Georgia,Regular,9/10/2023,9/11/2023,9/15/2023,Laundry,27,14.58,Mixed,Home Delivery,5986.31,9/15/2023,5986.31,Online Payment,1316.99,359.18,239.45,299.32,0,50,239.45,179.59,0,448.97,119.73,3252.68,2733.63,Paid
279,59,Male,34,New York,Student,12/15/2022,12/16/2022,12/20/2022,Ironing,10,5.9,Mixed,Customer Pickup,7613.95,12/20/2022,7613.95,Credit Card,1675.07,380.7,0,0,0,20,0,228.42,0,571.05,152.28,3027.52,4586.43,Paid
280,70,Female,42,Georgia,Corporate,11/11/2023,11/12/2023,11/16/2023,Dry Cleaning,2,0.54,Light,Customer Pickup,9663.98,11/16/2023,9663.98,Cash,1739.52,386.56,0,0,579.84,20,0,289.92,0,724.8,193.28,3933.92,5730.06,Paid
281,73,Female,60,Ohio,Regular,10/11/2022,10/12/2022,10/16/2022,Laundry,4,3.38,Heavy,Home Delivery,1902.3,10/16/2022,1902.3,Cash,494.6,76.09,76.09,95.12,0,20,76.09,57.07,0,142.67,38.05,1075.78,826.52,Paid
282,56,Female,57,Georgia,Regular,9/29/2022,9/30/2022,10/4/2022,Dry Cleaning,17,14.51,Heavy,Home Delivery,14952.82,9/30/2022,14952.82,Cash,3887.73,897.17,0,0,897.17,35,598.11,448.58,0,1121.46,299.06,8184.28,6768.54,Paid
283,61,Female,44,Florida,Corporate,6/4/2024,6/5/2024,6/9/2024,Dry Cleaning,18,10.21,Mixed,Home Delivery,8100.36,6/5/2024,8100.36,Cash,1782.08,486.02,0,0,486.02,35,324.01,243.01,405.02,607.53,162.01,3720.66,4379.7,Paid
284,36,Female,37,Texas,Corporate,5/10/2021,5/11/2021,5/15/2021,Ironing,4,2.42,Mixed,Customer Pickup,8567.66,5/11/2021,8567.66,Online Payment,1884.89,342.71,0,0,0,20,0,257.03,0,642.57,171.35,3318.55,5249.11,Paid
285,98,Male,42,District of Columbia,Regular,3/27/2025,3/28/2025,4/1/2025,Ironing,5,2.62,Mixed,Customer Pickup,13464.73,4/1/2025,13464.73,Cash,2962.24,538.59,0,0,0,20,0,403.94,0,1009.85,269.29,5203.91,8260.82,Paid
286,80,Male,27,Connecticut,Regular,5/14/2021,5/15/2021,5/19/2021,Laundry,13,4.16,Light,Home Delivery,2985.99,5/19/2021,2985.99,Credit Card,537.48,119.44,119.44,149.3,0,35,119.44,89.58,0,223.95,59.72,1453.35,1532.64,Paid
287,7,Female,64,New Mexico,Regular,6/7/2023,6/8/2023,6/12/2023,Ironing,29,14.63,Mixed,Home Delivery,13063.56,6/12/2023,13063.56,Credit Card,2873.98,783.81,0,0,0,50,522.54,391.91,653.18,979.77,261.27,5210.1,7853.46,Paid
288,94,Male,32,Iowa,Regular,1/18/2021,1/19/2021,1/23/2021,Laundry,10,2.54,Light,Home Delivery,10647.61,1/23/2021,10647.61,Cash,1916.57,425.9,425.9,532.38,0,20,425.9,319.43,532.38,798.57,212.95,4545.22,6102.39,Paid
289,49,Male,29,Alabama,Regular,6/30/2023,7/1/2023,7/5/2023,Laundry,7,1.83,Light,Customer Pickup,11806.14,7/5/2023,11806.14,Online Payment,2125.11,472.25,472.25,590.31,0,20,0,354.18,0,885.46,236.12,5155.68,6650.46,Paid
290,62,Male,32,North Carolina,Student,8/30/2025,8/31/2025,9/4/2025,Laundry,19,10.85,Mixed,Home Delivery,12140.38,9/4/2025,12140.38,Cash,2670.88,728.42,485.62,607.02,0,35,485.62,364.21,607.02,910.53,242.81,5923.09,6217.29,Paid
291,61,Female,44,Florida,Corporate,12/16/2024,12/17/2024,12/21/2024,Laundry,13,3.27,Light,Customer Pickup,7179.99,12/21/2024,7179.99,Cash,1292.4,287.2,287.2,359,0,35,0,215.4,0,538.5,143.6,3158.3,4021.69,Paid
292,20,Female,46,New York,Student,5/20/2021,5/21/2021,5/25/2021,Ironing,18,10.77,Mixed,Customer Pickup,2027.34,5/21/2021,2027.34,Cash,446.01,121.64,0,0,0,35,0,60.82,0,152.05,40.55,856.07,1171.27,Paid
293,18,Female,61,Massachusetts,Regular,10/31/2025,11/1/2025,11/5/2025,Laundry,11,5.87,Mixed,Customer Pickup,1175.85,11/5/2025,1175.85,Cash,258.69,58.79,47.03,58.79,0,35,0,35.28,0,88.19,23.52,605.29,570.56,Paid
294,26,Male,31,Texas,Student,3/5/2025,3/6/2025,3/10/2025,Laundry,9,2.39,Light,Customer Pickup,10537.25,3/6/2025,10537.25,Online Payment,1896.71,421.49,421.49,526.86,0,20,0,316.12,0,790.29,210.75,4603.71,5933.54,Paid
295,78,Male,22,Florida,Regular,3/20/2025,3/21/2025,3/25/2025,Ironing,21,5.48,Light,Home Delivery,9246.38,3/25/2025,9246.38,Credit Card,1664.35,462.32,0,0,0,50,369.86,277.39,0,693.48,184.93,3702.33,5544.05,Paid
296,11,Female,49,Kentucky,Regular,1/30/2023,1/31/2023,2/4/2023,Laundry,25,6.43,Light,Home Delivery,8753.03,1/30/2023,8753.03,Credit Card,1575.55,437.65,350.12,437.65,0,50,350.12,262.59,0,656.48,175.06,4295.22,4457.81,Paid
297,22,Female,51,Pennsylvania,Regular,4/7/2021,4/8/2021,4/12/2021,Dry Cleaning,5,2.53,Mixed,Customer Pickup,14075.39,4/12/2021,14075.39,Cash,3096.59,563.02,0,0,844.52,20,0,422.26,703.77,1055.65,281.51,5579.78,8495.61,Paid
298,75,Male,40,Texas,Student,6/11/2025,6/12/2025,6/16/2025,Laundry,24,15.57,Mixed,Home Delivery,10951.02,6/16/2025,10951.02,Online Payment,2409.22,657.06,438.04,547.55,0,50,438.04,328.53,0,821.33,219.02,5908.79,5042.23,Paid
299,8,Male,26,South Carolina,Corporate,3/16/2025,3/17/2025,3/21/2025,Laundry,17,5.66,Light,Customer Pickup,5570.65,3/21/2025,5570.65,Credit Card,1002.72,278.53,222.83,278.53,0,35,0,167.12,0,417.8,111.41,2513.94,3056.71,Paid
300,14,Male,31,Tennessee,Regular,7/4/2025,7/5/2025,7/9/2025,Ironing,12,3.21,Light,Customer Pickup,4997.74,7/5/2025,4997.74,Online Payment,899.59,199.91,0,0,0,35,0,149.93,0,374.83,99.95,1759.21,3238.53,Paid
301,48,Female,47,Florida,Student,9/29/2021,9/30/2021,10/4/2021,Ironing,25,14,Mixed,Customer Pickup,3299.5,10/4/2021,3299.5,Credit Card,725.89,197.97,0,0,0,50,0,98.99,0,247.46,65.99,1386.3,1913.2,Paid
302,95,Male,34,Nevada,Regular,3/27/2023,3/28/2023,4/1/2023,Laundry,27,25.37,Heavy,Customer Pickup,14787.77,4/1/2023,14787.77,Online Payment,3844.82,887.27,591.51,739.39,0,50,0,443.63,0,1109.08,295.76,7961.46,6826.31,Paid
303,32,Female,36,New Mexico,Student,9/28/2021,9/29/2021,10/3/2021,Laundry,2,1.68,Heavy,Customer Pickup,11647.38,10/3/2021,11647.38,Cash,3028.32,465.9,465.9,582.37,0,20,0,349.42,0,873.55,232.95,6018.41,5628.97,Paid
304,72,Female,58,New Mexico,Student,7/25/2025,7/26/2025,7/30/2025,Laundry,27,7.41,Light,Customer Pickup,10658.2,7/30/2025,10658.2,Online Payment,1918.48,532.91,426.33,532.91,0,50,0,319.75,0,799.37,213.16,4792.91,5865.29,Paid
305,66,Male,42,New York,Student,8/20/2023,8/21/2023,8/25/2023,Ironing,5,1.67,Light,Customer Pickup,10272.13,8/21/2023,10272.13,Cash,1848.98,410.89,0,0,0,20,0,308.16,0,770.41,205.44,3563.88,6708.25,Paid
306,12,Female,46,West Virginia,Regular,2/20/2023,2/21/2023,2/25/2023,Laundry,29,16.47,Mixed,Home Delivery,12998.34,2/25/2023,12998.34,Online Payment,2859.63,779.9,519.93,649.92,0,50,519.93,389.95,649.92,974.88,259.97,6354.19,6644.15,Paid
307,63,Female,55,Maryland,Student,3/24/2024,3/25/2024,3/29/2024,Dry Cleaning,20,12.26,Mixed,Customer Pickup,13588.71,3/29/2024,13588.71,Credit Card,2989.52,815.32,0,0,815.32,35,0,407.66,0,1019.15,271.77,6353.74,7234.97,Paid
308,77,Male,29,District of Columbia,Corporate,5/31/2022,6/1/2022,6/5/2022,Ironing,24,13.45,Mixed,Home Delivery,1640.58,6/5/2022,1640.58,Credit Card,360.93,98.43,0,0,0,50,65.62,49.22,0,123.04,32.81,780.05,860.53,Paid
309,95,Male,34,Nevada,Regular,10/1/2021,10/2/2021,10/6/2021,Ironing,20,12.28,Mixed,Home Delivery,12008.8,10/1/2021,12008.8,Credit Card,2641.94,720.53,0,0,0,35,480.35,360.26,0,900.66,240.18,5378.92,6629.88,Paid
310,46,Male,31,Texas,Regular,7/8/2022,7/9/2022,7/13/2022,Laundry,13,4.01,Light,Home Delivery,6852.54,7/13/2022,6852.54,Cash,1233.46,274.1,274.1,342.63,0,35,274.1,205.58,0,513.94,137.05,3289.96,3562.58,Paid
311,42,Female,52,Nevada,Student,8/6/2021,8/7/2021,8/11/2021,Mending,7,2.21,Light,Home Delivery,617.62,8/6/2021,617.62,Online Payment,111.17,24.7,0,0,0,20,24.7,18.53,0,46.32,12.35,257.77,359.85,Paid
312,74,Male,22,Georgia,Regular,3/20/2022,3/21/2022,3/25/2022,Laundry,21,12.18,Mixed,Home Delivery,12578.33,3/20/2022,12578.33,Online Payment,2767.23,754.7,503.13,628.92,0,50,503.13,377.35,628.92,943.37,251.57,6150.48,6427.85,Paid
313,43,Male,34,California,Regular,6/4/2021,6/5/2021,6/9/2021,Laundry,12,12.1,Heavy,Home Delivery,11810.77,6/4/2021,11810.77,Online Payment,3070.8,708.65,472.43,590.54,0,35,472.43,354.32,0,885.81,236.22,6826.2,4984.57,Paid
314,93,Female,35,North Carolina,Regular,7/5/2023,7/6/2023,7/10/2023,Dry Cleaning,30,10.1,Light,Customer Pickup,11907.24,7/10/2023,11907.24,Cash,2143.3,714.43,0,0,714.43,50,0,357.22,0,893.04,238.14,5110.56,6796.68,Paid
315,36,Female,37,Texas,Corporate,4/4/2022,4/5/2022,4/9/2022,Laundry,8,7.01,Heavy,Home Delivery,14231.02,4/4/2022,14231.02,Online Payment,3700.07,711.55,569.24,711.55,0,20,569.24,426.93,0,1067.33,284.62,8060.53,6170.49,Paid
316,100,Male,27,Colorado,Walk-in,8/25/2021,8/26/2021,8/30/2021,Stain Removal,12,3.79,Light,Customer Pickup,9617.9,8/30/2021,9617.9,Credit Card,1731.22,384.72,288.54,192.36,384.72,35,0,288.54,0,721.34,192.36,4218.8,5399.1,Paid
317,92,Female,37,New York,Regular,8/5/2023,8/6/2023,8/10/2023,Ironing,7,2.14,Light,Customer Pickup,3729.98,8/10/2023,3729.98,Cash,671.4,149.2,0,0,0,20,0,111.9,0,279.75,74.6,1306.85,2423.13,Paid
318,60,Male,19,Georgia,Corporate,7/19/2023,7/20/2023,7/24/2023,Laundry,10,6.17,Mixed,Customer Pickup,11082.2,7/20/2023,11082.2,Cash,2438.08,554.11,443.29,554.11,0,20,0,332.47,0,831.17,221.64,5394.87,5687.33,Paid
319,23,Male,34,California,Student,10/13/2023,10/14/2023,10/18/2023,Mending,11,3.03,Light,Customer Pickup,4273.79,10/13/2023,4273.79,Online Payment,769.28,170.95,0,0,0,35,0,128.21,0,320.53,85.48,1509.45,2764.34,Paid
320,35,Female,64,Utah,Student,9/14/2025,9/15/2025,9/19/2025,Stain Removal,25,15.93,Mixed,Customer Pickup,2546.36,9/19/2025,2546.36,Cash,560.2,152.78,76.39,50.93,101.85,50,0,76.39,127.32,190.98,50.93,1183.13,1363.23,Paid
321,5,Male,29,Texas,Student,2/10/2025,2/11/2025,2/15/2025,Ironing,8,4.98,Mixed,Customer Pickup,10836.97,2/10/2025,10836.97,Online Payment,2384.13,433.48,0,0,0,20,0,325.11,0,812.77,216.74,4192.23,6644.74,Paid
322,19,Male,20,Georgia,Student,8/27/2023,8/28/2023,9/1/2023,Laundry,4,2.2,Mixed,Customer Pickup,9751.4,9/1/2023,9751.4,Online Payment,2145.31,390.06,390.06,487.57,0,20,0,292.54,0,731.36,195.03,4651.93,5099.47,Paid
323,80,Male,27,Connecticut,Regular,7/12/2025,7/13/2025,7/17/2025,Dry Cleaning,30,8.22,Light,Customer Pickup,11766.03,7/17/2025,11766.03,Cash,2117.89,588.3,0,0,705.96,50,0,352.98,0,882.45,235.32,4932.9,6833.13,Paid
324,44,Male,37,New York,Student,9/26/2025,9/27/2025,10/1/2025,Laundry,29,15.3,Mixed,Customer Pickup,1424.47,9/26/2025,1424.47,Online Payment,313.38,85.47,56.98,71.22,0,50,0,42.73,71.22,106.84,28.49,683.89,740.58,Paid
325,78,Male,22,Florida,Regular,10/8/2024,10/9/2024,10/13/2024,Laundry,18,9.54,Mixed,Customer Pickup,14303.06,10/13/2024,14303.06,Cash,3146.67,715.15,572.12,715.15,0,35,0,429.09,0,1072.73,286.06,6971.97,7331.09,Paid
326,59,Male,34,New York,Student,7/24/2021,7/25/2021,7/29/2021,Mending,18,10.23,Mixed,Customer Pickup,5257.86,7/24/2021,5257.86,Online Payment,1156.73,315.47,0,0,0,35,0,157.74,0,394.34,105.16,2164.44,3093.42,Paid
327,59,Male,34,New York,Student,9/29/2025,9/30/2025,10/4/2025,Laundry,11,3.49,Light,Home Delivery,1620.47,9/30/2025,1620.47,Online Payment,291.68,64.82,64.82,81.02,0,35,64.82,48.61,0,121.54,32.41,804.72,815.75,Paid
328,17,Male,44,Illinois,Student,8/23/2025,8/24/2025,8/28/2025,Laundry,4,2.59,Mixed,Customer Pickup,5920.29,8/28/2025,5920.29,Cash,1302.46,236.81,236.81,296.01,0,20,0,177.61,0,444.02,118.41,2832.13,3088.16,Paid
329,9,Female,54,New York,Regular,2/9/2024,2/10/2024,2/14/2024,Dry Cleaning,11,3.75,Light,Customer Pickup,14297.89,2/14/2024,14297.89,Cash,2573.62,571.92,0,0,857.87,35,0,428.94,0,1072.34,285.96,5825.65,8472.24,Paid
330,94,Male,32,Iowa,Regular,7/17/2024,7/18/2024,7/22/2024,Dry Cleaning,15,8.85,Mixed,Customer Pickup,12127.56,7/22/2024,12127.56,Cash,2668.06,606.38,0,0,727.65,35,0,363.83,0,909.57,242.55,5553.04,6574.52,Paid
331,43,Male,34,California,Regular,4/29/2021,4/30/2021,5/4/2021,Ironing,15,4.15,Light,Customer Pickup,4117.04,5/4/2021,4117.04,Cash,741.07,164.68,0,0,0,35,0,123.51,0,308.78,82.34,1455.38,2661.66,Paid
332,31,Male,39,New York,Student,1/13/2022,1/14/2022,1/18/2022,Dry Cleaning,22,21.1,Heavy,Customer Pickup,12299.53,1/13/2022,12299.53,Credit Card,3197.88,737.97,0,0,737.97,50,0,368.99,0,922.46,245.99,6261.26,6038.27,Paid
333,24,Female,47,District of Columbia,Regular,3/12/2025,3/13/2025,3/17/2025,Dry Cleaning,12,7.53,Mixed,Home Delivery,13563.89,3/17/2025,13563.89,Online Payment,2984.06,678.19,0,0,813.83,35,542.56,406.92,0,1017.29,271.28,6749.13,6814.76,Paid
334,29,Female,54,Florida,Student,7/24/2021,7/25/2021,7/29/2021,Laundry,24,14.43,Mixed,Customer Pickup,5810.84,7/29/2021,5810.84,Cash,1278.38,348.65,232.43,290.54,0,50,0,174.33,0,435.81,116.22,2926.36,2884.48,Paid
335,72,Female,58,New Mexico,Student,8/2/2024,8/3/2024,8/7/2024,Stain Removal,7,4.35,Mixed,Home Delivery,2775.74,8/7/2024,2775.74,Online Payment,610.66,111.03,83.27,55.51,111.03,20,111.03,83.27,0,208.18,55.51,1449.49,1326.25,Paid
336,72,Female,58,New Mexico,Student,12/19/2021,12/20/2021,12/24/2021,Ironing,10,5.06,Mixed,Customer Pickup,779.71,12/20/2021,779.71,Cash,171.54,38.99,0,0,0,20,0,23.39,0,58.48,15.59,327.99,451.72,Paid
337,42,Female,52,Nevada,Student,8/6/2023,8/7/2023,8/11/2023,Laundry,7,2.28,Light,Customer Pickup,9384.91,8/6/2023,9384.91,Online Payment,1689.28,375.4,375.4,469.25,0,20,0,281.55,0,703.87,187.7,4102.45,5282.46,Paid
338,94,Male,32,Iowa,Regular,8/7/2021,8/8/2021,8/12/2021,Laundry,13,12.97,Heavy,Customer Pickup,14832.42,8/12/2021,14832.42,Cash,3856.43,889.95,593.3,741.62,0,35,0,444.97,0,1112.43,296.65,7970.35,6862.07,Paid
339,45,Male,29,Georgia,Regular,7/18/2021,7/19/2021,7/23/2021,Laundry,22,17.78,Heavy,Home Delivery,11107.45,7/19/2021,11107.45,Cash,2887.94,666.45,444.3,555.37,0,50,444.3,333.22,0,833.06,222.15,6436.79,4670.66,Paid
340,43,Male,34,California,Regular,7/21/2025,7/22/2025,7/26/2025,Laundry,5,4.24,Heavy,Customer Pickup,11336.73,7/26/2025,11336.73,Cash,2947.55,453.47,453.47,566.84,0,20,0,340.1,566.84,850.25,226.73,5291.57,6045.16,Paid
341,78,Male,22,Florida,Regular,1/30/2024,1/31/2024,2/4/2024,Laundry,7,2.26,Light,Customer Pickup,10980.49,2/4/2024,10980.49,Cash,1976.49,439.22,439.22,549.02,0,20,0,329.41,0,823.54,219.61,4796.51,6183.98,Paid
